id	time	ID_c	ID_o	natural	familiar	alternativa
5rdkn0j3scnd96vco8aa1binj7	1635423621.1916	<id:c1>	<id:o1>	6	1	Cuantos más hombres amaba, menos tiempo tenía para admirarlos.
5rdkn0j3scnd96vco8aa1binj7	1635423654.0089	<id:c4>	<id:o4>	7	1	NA
5rdkn0j3scnd96vco8aa1binj7	1635423691.7376	<id:c5>	<id:o5>	4	2	De la situación del volcán, lo que más nos preocupa son las personas.
5rdkn0j3scnd96vco8aa1binj7	1635423725.3233	<id:c10>	<id:o10>	2	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
5rdkn0j3scnd96vco8aa1binj7	1635423751.4665	<id:c9>	<id:o9>	3	2	Por todos estos motivos, he decidido colaborar en esta iniciativa.
5rdkn0j3scnd96vco8aa1binj7	1635423798.1221	<id:c2>	<id:o2>	2	4	NA
5rdkn0j3scnd96vco8aa1binj7	1635423959.9162	<id:c3>	<id:o3>	4	2	Cuanto más se acerca un programa al prime time, más tiende a cruzarse la línea roja del infoespectáculo.
2pnpu2uhk3i9jdkrfspu50na47	1635443485.9192	<id:c6>	<id:o6>	6	1	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443508.5944	<id:c2>	<id:o2>	4	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443531.2867	<id:c3>	<id:o3>	5	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443549.2695	<id:c10>	<id:o10>	3	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443566.7639	<id:c4>	<id:o4>	6	1	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443582.0547	<id:c8>	<id:o8>	7	1	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443598.6133	<id:c5>	<id:o5>	3	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443616.3429	<id:c12>	<id:o12>	7	1	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443627.1646	<id:c1>	<id:o1>	5	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443638.5652	<id:c7>	<id:o7>	7	1	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443665.1253	<id:c11>	<id:o11>	3	2	NA
2pnpu2uhk3i9jdkrfspu50na47	1635443680.7895	<id:c9>	<id:o9>	5	2	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494506.5477	<id:c1>	<id:o1>	6	1	Cuantos mas hombres amaba…
jr88i8u7tnd14f1s5e3jb1jjb1	1635494526.0524	<id:c11>	<id:o11>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494678.3775	<id:c3>	<id:o3>	6	3	Cuanto más un programa se acerca al prime time más tiende a cruzar….
jr88i8u7tnd14f1s5e3jb1jjb1	1635494709.9386	<id:c4>	<id:o4>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494845.6908	<id:c5>	<id:o5>	6	3	De la situación del volcán, lo que más nos preocupa…
jr88i8u7tnd14f1s5e3jb1jjb1	1635494865.953	<id:c8>	<id:o8>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494893.1	<id:c6>	<id:o6>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494918.2306	<id:c9>	<id:o9>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494938.8994	<id:c7>	<id:o7>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494963.7213	<id:c12>	<id:o12>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635494987.6037	<id:c2>	<id:o2>	7	1	NA
jr88i8u7tnd14f1s5e3jb1jjb1	1635495104.7427	<id:c10>	<id:o10>	6	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápidamente posible 
mo8uqfol490pmfiku0sb6mmb07	1635503392.759	<id:c12>	<id:o12>	7	1	NA
mo8uqfol490pmfiku0sb6mmb07	1635503428.5096	<id:c10>	<id:o10>	5	2	Sin el “de”
mo8uqfol490pmfiku0sb6mmb07	1635503446.9762	<id:c11>	<id:o11>	5	2	Sin el “de”
mo8uqfol490pmfiku0sb6mmb07	1635503465.6211	<id:c5>	<id:o5>	5	2	Lo que más nos preocupa
mo8uqfol490pmfiku0sb6mmb07	1635503480.3872	<id:c7>	<id:o7>	7	1	NA
mo8uqfol490pmfiku0sb6mmb07	1635503493.9854	<id:c8>	<id:o8>	7	1	NA
mo8uqfol490pmfiku0sb6mmb07	1635503510.8422	<id:c1>	<id:o1>	6	2	NA
mo8uqfol490pmfiku0sb6mmb07	1635503528.5131	<id:c6>	<id:o6>	7	1	NA
mo8uqfol490pmfiku0sb6mmb07	1635503544.7862	<id:c2>	<id:o2>	4	3	NA
mo8uqfol490pmfiku0sb6mmb07	1635503564.1349	<id:c3>	<id:o3>	5	2	NA
mo8uqfol490pmfiku0sb6mmb07	1635503582.3355	<id:c4>	<id:o4>	7	1	NA
mo8uqfol490pmfiku0sb6mmb07	1635503593.9501	<id:c9>	<id:o9>	7	1	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535272.3485	<id:c8>	<id:o8>	5	2	Cuando tu hijo tiene un problema de salud, el dinero pasa a un segundo plano
74b9o6n7ut9q4dhhueb1ob3f14	1635535335.9911	<id:c6>	<id:o6>	5	2	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535384.4783	<id:c3>	<id:o3>	2	2	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535477.5364	<id:c2>	<id:o2>	3	2	Cuanta más relevancia adquiere Vox en el pulso político, mayor es la beligerancia ante el partido
74b9o6n7ut9q4dhhueb1ob3f14	1635535489.2151	<id:c4>	<id:o4>	7	1	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535576.5994	<id:c5>	<id:o5>	3	2	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535628.7634	<id:c11>	<id:o11>	4	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana.
74b9o6n7ut9q4dhhueb1ob3f14	1635535644.899	<id:c12>	<id:o12>	7	1	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535684.3399	<id:c7>	<id:o7>	6	1	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535705.733	<id:c9>	<id:o9>	4	2	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535720.8695	<id:c1>	<id:o1>	3	3	NA
74b9o6n7ut9q4dhhueb1ob3f14	1635535745.1821	<id:c10>	<id:o10>	3	3	NA
lp4fdu1is33hemeugjpljm8kp1	1636032706.1874	<id:c11>	<id:o11>	1	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sano.
lp4fdu1is33hemeugjpljm8kp1	1636032745.715	<id:c9>	<id:o9>	1	2	Por todos estos motivos, he decidido colaborar en esta iniciativa.
lp4fdu1is33hemeugjpljm8kp1	1636032794.8228	<id:c3>	<id:o3>	1	2	Cuando un programa se acerca al prime tima, más tiende a cruzarse la línea roja del infoespectáculo. 
lp4fdu1is33hemeugjpljm8kp1	1636032826.038	<id:c5>	<id:o5>	1	3	De la situación del volcán, lo que más nos preocupa son las personas.
lp4fdu1is33hemeugjpljm8kp1	1636032845.6783	<id:c6>	<id:o6>	7	1	NA
lp4fdu1is33hemeugjpljm8kp1	1636032859.3303	<id:c4>	<id:o4>	7	1	NA
lp4fdu1is33hemeugjpljm8kp1	1636032869.283	<id:c1>	<id:o1>	7	1	NA
lp4fdu1is33hemeugjpljm8kp1	1636032886.1711	<id:c7>	<id:o7>	7	1	NA
lp4fdu1is33hemeugjpljm8kp1	1636032910.0951	<id:c12>	<id:o12>	5	1	NA
lp4fdu1is33hemeugjpljm8kp1	1636032972.7272	<id:c2>	<id:o2>	3	2	Tanto se enfatiza sobre la beligerancia ante Vox, que es cuando Vox recupera el pulso político.
lp4fdu1is33hemeugjpljm8kp1	1636033075.9881	<id:c10>	<id:o10>	2	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
lp4fdu1is33hemeugjpljm8kp1	1636033088.664	<id:c8>	<id:o8>	6	1	NA
u1965ha3db62musbhcedhl5016	1636039622.5512	<id:c6>	<id:o6>	7	1	NA
u1965ha3db62musbhcedhl5016	1636039804.2176	<id:c11>	<id:o11>	3	2	Estoy deseando verla la carita pronto y saber que está sana
u1965ha3db62musbhcedhl5016	1636040823.3803	<id:c10>	<id:o10>	3	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
u1965ha3db62musbhcedhl5016	1636040830.7699	<id:c12>	<id:o12>	7	1	NA
u1965ha3db62musbhcedhl5016	1636040884.4612	<id:c5>	<id:o5>	3	3	De la situación del volcán, lo que más nos preocupa son las personas.
u1965ha3db62musbhcedhl5016	1636040940.189	<id:c3>	<id:o3>	3	2	Cuanto más se acerca un programa al prime time, más tiende a cruzar la línea roja del infoespectaculo.
u1965ha3db62musbhcedhl5016	1636040969.9502	<id:c9>	<id:o9>	4	2	por estos motivos, he decidido colaborar en esta iniciativa.
u1965ha3db62musbhcedhl5016	1636040979.2621	<id:c1>	<id:o1>	7	1	NA
u1965ha3db62musbhcedhl5016	1636041020.4103	<id:c8>	<id:o8>	6	1	Cuando tu hijo tiene un problema de salud, el dinero es lo que menos importa.
u1965ha3db62musbhcedhl5016	1636041104.9295	<id:c7>	<id:o7>	3	3	En cuanto a las ayudas, está claro que el que no tiene recursos es el que más las necesita.
u1965ha3db62musbhcedhl5016	1636041196.9033	<id:c2>	<id:o2>	4	3	cuánto más se enfatice la beligerancia ante VOX, más recuperará éste el pulso político. 
u1965ha3db62musbhcedhl5016	1636041214.0022	<id:c4>	<id:o4>	7	1	NA
pptu0pamsuobvutueslkqrp3a0	1636295028.2414	<id:c9>	<id:o9>	5	3	 Por todos estos motivos, he decidido colaborar en esta iniciativa. 
pptu0pamsuobvutueslkqrp3a0	1636295125.7063	<id:c1>	<id:o1>	4	3	cuando amaba a más hombres, menos tiempo tenía para admirarlos.
pptu0pamsuobvutueslkqrp3a0	1636295143.1051	<id:c8>	<id:o8>	7	1	NA
pptu0pamsuobvutueslkqrp3a0	1636295194.0711	<id:c10>	<id:o10>	5	3	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
pptu0pamsuobvutueslkqrp3a0	1636295280.9353	<id:c3>	<id:o3>	5	2	Cuando un programa se acerca más al prime time, más se tiende a cruzar la línea roja del infoespectáculo. 
pptu0pamsuobvutueslkqrp3a0	1636295304.4332	<id:c6>	<id:o6>	7	1	NA
pptu0pamsuobvutueslkqrp3a0	1636295357.3918	<id:c4>	<id:o4>	6	2	Cuando peor le van las cosas al Madrid, mejor le van al Atlético.
pptu0pamsuobvutueslkqrp3a0	1636295373.4272	<id:c12>	<id:o12>	7	1	NA
pptu0pamsuobvutueslkqrp3a0	1636295393.9749	<id:c5>	<id:o5>	7	1	NA
pptu0pamsuobvutueslkqrp3a0	1636295455.2352	<id:c7>	<id:o7>	5	2	En cuanto a las ayudas, está claro que el que no tiene recursos es el que más las necesita.
pptu0pamsuobvutueslkqrp3a0	1636295535.8419	<id:c2>	<id:o2>	1	4	Tanto se enfatiza la beligerancia ante Vox que Vox recupera el pulso político.
pptu0pamsuobvutueslkqrp3a0	1636295583.4942	<id:c11>	<id:o11>	6	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana.
a4ds417tfu1moks5ushc9tb2d4	1636298263.8022	<id:c6>	<id:o6>	7	1	NA
a4ds417tfu1moks5ushc9tb2d4	1636298308.2248	<id:c8>	<id:o8>	7	1	NA
a4ds417tfu1moks5ushc9tb2d4	1636298365.5974	<id:c10>	<id:o10>	4	3	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible
a4ds417tfu1moks5ushc9tb2d4	1636298386.8079	<id:c4>	<id:o4>	7	1	NA
a4ds417tfu1moks5ushc9tb2d4	1636298457.7885	<id:c5>	<id:o5>	6	2	De la situación del volcán, lo que más nos preocupa son las personas
a4ds417tfu1moks5ushc9tb2d4	1636298527.2491	<id:c3>	<id:o3>	3	3	Cuanto más se acerca un programa al prime time, más tiende a cruzarse la línea roja del infoespectáculo
a4ds417tfu1moks5ushc9tb2d4	1636298572.7995	<id:c9>	<id:o9>	4	2	Por todos estos motivos, he decidido colaborar en esta iniciativa
a4ds417tfu1moks5ushc9tb2d4	1636298600.9292	<id:c2>	<id:o2>	2	4	NA
a4ds417tfu1moks5ushc9tb2d4	1636298613.598	<id:c12>	<id:o12>	7	1	NA
a4ds417tfu1moks5ushc9tb2d4	1636298665.8136	<id:c7>	<id:o7>	5	3	En cuanto a las ayudas, está claro que el que no tiene recursos es el que las necesita más
a4ds417tfu1moks5ushc9tb2d4	1636298704.92	<id:c1>	<id:o1>	7	1	NA
a4ds417tfu1moks5ushc9tb2d4	1636298774.3968	<id:c11>	<id:o11>	5	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana
vsl54mg2sujibeukds73gec163	1636300166.4985	<id:c10>	<id:o10>	5	2	Por supuesto, vamos a intentar  hacer nuestro trabajo lo más rápidamente posible
vsl54mg2sujibeukds73gec163	1636300204.9642	<id:c6>	<id:o6>	7	1	NA
vsl54mg2sujibeukds73gec163	1636300362.1223	<id:c8>	<id:o8>	6	1	Cuando tú hijo tiene un problema de salud,el dinero es lo de menos.
vsl54mg2sujibeukds73gec163	1636300467.8147	<id:c3>	<id:o3>	1	4	NA
vsl54mg2sujibeukds73gec163	1636300505.6386	<id:c12>	<id:o12>	7	1	NA
vsl54mg2sujibeukds73gec163	1636300702.9165	<id:c4>	<id:o4>	6	2	El Madrid está haciendo mal las cosas, al contrario que al Atlético. contrario de
vsl54mg2sujibeukds73gec163	1636300885.694	<id:c11>	<id:o11>	6	2	Estoy deseando que pasen estas semanas y verle la carita, y saber que está sana. .
vsl54mg2sujibeukds73gec163	1636301004.6653	<id:c1>	<id:o1>	5	3	Cuantos más hombres amaba menos tiempo tenía para admirarlos
