id	time	ID_c	ID_o	natural	familiar	alternativa
n6cf94k3rdhf4ar8eihutuit01	1636889072.8356	<id:c10>	<id:o10>	3	3	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible. 
rco1710k709gjf3iber194tkf6	1636889411.6623	<id:c6>	<id:o6>	7	1	NA
rco1710k709gjf3iber194tkf6	1636889432.5416	<id:c5>	<id:o5>	4	2	NA
rco1710k709gjf3iber194tkf6	1636889449.5135	<id:c10>	<id:o10>	1	2	NA
rco1710k709gjf3iber194tkf6	1636889482.823	<id:c12>	<id:o12>	6	2	NA
rco1710k709gjf3iber194tkf6	1636889506.4161	<id:c9>	<id:o9>	2	2	NA
rco1710k709gjf3iber194tkf6	1636889541.6188	<id:c7>	<id:o7>	1	3	NA
rco1710k709gjf3iber194tkf6	1636889561.6745	<id:c8>	<id:o8>	7	1	NA
rco1710k709gjf3iber194tkf6	1636889578.4139	<id:c11>	<id:o11>	2	2	NA
rco1710k709gjf3iber194tkf6	1636889604.0039	<id:c25>	<id:o25>	3	2	NA
d9hdpunkfeae0q3kkeakikbl72	1636889763.781	<id:c6>	<id:o6>	7	1	NA
d9hdpunkfeae0q3kkeakikbl72	1636889830.0418	<id:c10>	<id:o10>	6	3	Vamos a intentar hacer nuestro trabajo.
d9hdpunkfeae0q3kkeakikbl72	1636889863.0253	<id:c11>	<id:o11>	6	2	Deseando verle la carita.
d9hdpunkfeae0q3kkeakikbl72	1636889934.1777	<id:c7>	<id:o7>	5	3	El que no tiene recursos es quien más las necesita
d9hdpunkfeae0q3kkeakikbl72	1636889949.9226	<id:c8>	<id:o8>	6	1	NA
d9hdpunkfeae0q3kkeakikbl72	1636889967.1707	<id:c5>	<id:o5>	7	1	NA
9or7pjfg6omn86k08097pkpo21	1636890071.2767	<id:c25>	<id:o25>	1	4	NA
9or7pjfg6omn86k08097pkpo21	1636890084.2514	<id:c6>	<id:o6>	7	1	NA
9or7pjfg6omn86k08097pkpo21	1636890100.9017	<id:c10>	<id:o10>	7	1	NA
9or7pjfg6omn86k08097pkpo21	1636890113.9983	<id:c12>	<id:o12>	7	1	NA
d9hdpunkfeae0q3kkeakikbl72	1636890114.6023	<id:c25>	<id:o25>	2	4	Más pulso politico recupera vox, cuanto mayor es la beligerancia del resto de partidos frente a ellos.
9or7pjfg6omn86k08097pkpo21	1636890128.6834	<id:c11>	<id:o11>	6	1	NA
d9hdpunkfeae0q3kkeakikbl72	1636890148.9734	<id:c9>	<id:o9>	6	2	He decidido colaborar.
9or7pjfg6omn86k08097pkpo21	1636890151.116	<id:c5>	<id:o5>	4	2	NA
d9hdpunkfeae0q3kkeakikbl72	1636890161.4	<id:c12>	<id:o12>	7	1	NA
9or7pjfg6omn86k08097pkpo21	1636890169.6922	<id:c7>	<id:o7>	6	1	NA
9or7pjfg6omn86k08097pkpo21	1636890190.0506	<id:c9>	<id:o9>	5	2	NA
9or7pjfg6omn86k08097pkpo21	1636890205.1627	<id:c8>	<id:o8>	6	1	NA
jdbcirt2h52pdsnjvj0uoa5k55	1636890595.4963	<id:c7>	<id:o7>	2	3	Es el que más 
jdbcirt2h52pdsnjvj0uoa5k55	1636890638.186	<id:c10>	<id:o10>	1	2	Intentar hacer
jdbcirt2h52pdsnjvj0uoa5k55	1636890669.7978	<id:c9>	<id:o9>	2	2	He decidido colaborar
jdbcirt2h52pdsnjvj0uoa5k55	1636890698.6443	<id:c25>	<id:o25>	1	4	NA
imoelh7a2pli4mgu59ugd83903	1636890722.109	<id:c12>	<id:o12>	7	1	NA
jdbcirt2h52pdsnjvj0uoa5k55	1636890726.284	<id:c12>	<id:o12>	7	1	NA
jdbcirt2h52pdsnjvj0uoa5k55	1636890761.8091	<id:c5>	<id:o5>	1	3	Lo que más nos preocupa
jdbcirt2h52pdsnjvj0uoa5k55	1636890789.6569	<id:c8>	<id:o8>	6	2	NA
imoelh7a2pli4mgu59ugd83903	1636890790.5103	<id:c25>	<id:o25>	3	4	Tanto pulso político recupera Vox cuanto más se enfatiza la beligerancia ante Vox .
imoelh7a2pli4mgu59ugd83903	1636890800.782	<id:c9>	<id:o9>	7	1	NA
jdbcirt2h52pdsnjvj0uoa5k55	1636890819.1279	<id:c11>	<id:o11>	5	2	NA
jdbcirt2h52pdsnjvj0uoa5k55	1636890847.6159	<id:c6>	<id:o6>	6	1	NA
imoelh7a2pli4mgu59ugd83903	1636890865.7265	<id:c7>	<id:o7>	1	3	En cuanto a las ayudas, está claro que el que no tiene recursos es el que más las necesita.
imoelh7a2pli4mgu59ugd83903	1636890906.0481	<id:c5>	<id:o5>	1	3	De la situación del volcán, lo que más nos preocupa son las personas.
imoelh7a2pli4mgu59ugd83903	1636890913.4383	<id:c6>	<id:o6>	7	1	NA
imoelh7a2pli4mgu59ugd83903	1636890958.9105	<id:c11>	<id:o11>	4	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana.
imoelh7a2pli4mgu59ugd83903	1636890973.1127	<id:c8>	<id:o8>	7	1	NA
imoelh7a2pli4mgu59ugd83903	1636891014.5907	<id:c10>	<id:o10>	5	3	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
31k2a746pt12lh7gk006bpver2	1636891947.3026	<id:c11>	<id:o11>	6	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana.
31k2a746pt12lh7gk006bpver2	1636891998.7207	<id:c10>	<id:o10>	5	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápidamente posible.
31k2a746pt12lh7gk006bpver2	1636892066.5806	<id:c5>	<id:o5>	5	2	Respecto a la situación causada por el volcán, lo que más nos preocupa son las personas.
31k2a746pt12lh7gk006bpver2	1636892079.0154	<id:c8>	<id:o8>	7	1	NA
31k2a746pt12lh7gk006bpver2	1636892471.6337	<id:c25>	<id:o25>	2	4	Vox recupera  tanto más pulso político cuanto más se intensifica la beligerancia respecto a la formación.
31k2a746pt12lh7gk006bpver2	1636892529.6191	<id:c9>	<id:o9>	6	2	Por todos estos motivos, he decidido colaborar es esta iniciativa 
31k2a746pt12lh7gk006bpver2	1636892551.0437	<id:c12>	<id:o12>	7	1	NA
31k2a746pt12lh7gk006bpver2	1636892581.7154	<id:c6>	<id:o6>	7	1	NA
31k2a746pt12lh7gk006bpver2	1636892697.6522	<id:c7>	<id:o7>	5	3	En cuanto a las ayudas, está claro que quien no tiene recursos es quien más las necesita.
dio8uhul1vj6ju5a3avi8utp03	1636892712.9535	<id:c6>	<id:o6>	7	1	NA
dio8uhul1vj6ju5a3avi8utp03	1636892727.22	<id:c5>	<id:o5>	7	1	NA
dio8uhul1vj6ju5a3avi8utp03	1636892737.4758	<id:c8>	<id:o8>	7	1	NA
dio8uhul1vj6ju5a3avi8utp03	1636892776.7669	<id:c11>	<id:o11>	6	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana
dio8uhul1vj6ju5a3avi8utp03	1636892796.1657	<id:c25>	<id:o25>	3	4	NA
dio8uhul1vj6ju5a3avi8utp03	1636892829.1991	<id:c9>	<id:o9>	6	2	Por todos estos motivos, he decidido colaborar en esta iniciativa
dio8uhul1vj6ju5a3avi8utp03	1636892843.998	<id:c7>	<id:o7>	7	1	NA
dio8uhul1vj6ju5a3avi8utp03	1636892854.091	<id:c12>	<id:o12>	7	1	NA
dio8uhul1vj6ju5a3avi8utp03	1636892879.1749	<id:c10>	<id:o10>	6	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible
b7f5dhkj9o6rui1avv26v4i1c3	1636896432.5763	<id:c12>	<id:o12>	7	1	NA
b7f5dhkj9o6rui1avv26v4i1c3	1636896463.6006	<id:c10>	<id:o10>	4	2	... intentar hacer... 
b7f5dhkj9o6rui1avv26v4i1c3	1636896511.4988	<id:c8>	<id:o8>	6	2	... lo que menos importa / lo de menos
b7f5dhkj9o6rui1avv26v4i1c3	1636896543.0254	<id:c11>	<id:o11>	5	2	... deseando verle.. 
b7f5dhkj9o6rui1avv26v4i1c3	1636896634.8118	<id:c7>	<id:o7>	7	1	NA
b7f5dhkj9o6rui1avv26v4i1c3	1636896648.8388	<id:c6>	<id:o6>	7	1	NA
b7f5dhkj9o6rui1avv26v4i1c3	1636896747.265	<id:c25>	<id:o25>	3	2	Vox recupera pulso político en paralelo con el aumento de la beligerancia en contra suya
b7f5dhkj9o6rui1avv26v4i1c3	1636896770.6627	<id:c5>	<id:o5>	6	2	NA
b7f5dhkj9o6rui1avv26v4i1c3	1636896783.4165	<id:c9>	<id:o9>	4	2	NA
86j62pmu233n7hmoquqm2v0df3	1636896938.0233	<id:c8>	<id:o8>	6	1	...es lo que menos importa.
86j62pmu233n7hmoquqm2v0df3	1636897101.4949	<id:c25>	<id:o25>	1	3	Cuanto más se enfatiza...más pulso...
86j62pmu233n7hmoquqm2v0df3	1636897119.2194	<id:c12>	<id:o12>	7	1	NA
86j62pmu233n7hmoquqm2v0df3	1636897175.9878	<id:c10>	<id:o10>	4	2	...intentar hacer...
86j62pmu233n7hmoquqm2v0df3	1636897234.0509	<id:c7>	<id:o7>	2	3	...el que más las necesita.
86j62pmu233n7hmoquqm2v0df3	1636897286.1501	<id:c9>	<id:o9>	4	2	...decidido colaborar...
86j62pmu233n7hmoquqm2v0df3	1636897336.6521	<id:c6>	<id:o6>	7	1	NA
86j62pmu233n7hmoquqm2v0df3	1636897369.7988	<id:c11>	<id:o11>	4	2	...deseando verle...
86j62pmu233n7hmoquqm2v0df3	1636897436.5987	<id:c5>	<id:o5>	2	3	...lo que más nos preocupa.
330t1ll3seejj4ad22svmph710	1636897666.7465	<id:c5>	<id:o5>	4	3	NA
330t1ll3seejj4ad22svmph710	1636897678.9826	<id:c12>	<id:o12>	6	2	NA
330t1ll3seejj4ad22svmph710	1636897688.9384	<id:c11>	<id:o11>	4	2	NA
330t1ll3seejj4ad22svmph710	1636897702.4621	<id:c25>	<id:o25>	4	2	NA
330t1ll3seejj4ad22svmph710	1636897713.2002	<id:c9>	<id:o9>	4	2	NA
330t1ll3seejj4ad22svmph710	1636897725.79	<id:c7>	<id:o7>	4	2	NA
330t1ll3seejj4ad22svmph710	1636897743.0424	<id:c8>	<id:o8>	7	1	NA
330t1ll3seejj4ad22svmph710	1636897752.6377	<id:c6>	<id:o6>	6	2	NA
330t1ll3seejj4ad22svmph710	1636897760.4574	<id:c10>	<id:o10>	4	2	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900626.9565	<id:c6>	<id:o6>	7	1	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900645.7989	<id:c7>	<id:o7>	7	1	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900673.057	<id:c5>	<id:o5>	6	2	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900694.2079	<id:c9>	<id:o9>	5	2	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900718.5079	<id:c12>	<id:o12>	7	1	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900743.5444	<id:c25>	<id:o25>	6	2	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900763.8634	<id:c11>	<id:o11>	6	2	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900786.9072	<id:c8>	<id:o8>	7	1	NA
jpa4nrgchf2efepeiajd2dmcl7	1636900806.2706	<id:c10>	<id:o10>	5	2	NA
43irg3vcop3j3dta0l2qanino0	1636902130.3374	<id:c5>	<id:o5>	7	1	NA
43irg3vcop3j3dta0l2qanino0	1636902161.7756	<id:c7>	<id:o7>	5	3	NA
43irg3vcop3j3dta0l2qanino0	1636902203.4638	<id:c12>	<id:o12>	7	1	NA
43irg3vcop3j3dta0l2qanino0	1636902228.5548	<id:c10>	<id:o10>	4	2	NA
43irg3vcop3j3dta0l2qanino0	1636902241.7777	<id:c11>	<id:o11>	4	2	NA
43irg3vcop3j3dta0l2qanino0	1636902258.7614	<id:c9>	<id:o9>	5	2	NA
43irg3vcop3j3dta0l2qanino0	1636902317.239	<id:c6>	<id:o6>	7	1	NA
43irg3vcop3j3dta0l2qanino0	1636902334.374	<id:c25>	<id:o25>	2	4	NA
43irg3vcop3j3dta0l2qanino0	1636902363.7118	<id:c8>	<id:o8>	7	1	NA
lrvt8158dvrs3c8k8mdcv5dnp0	1636902500.8898	<id:c9>	<id:o9>	5	2	Por todos estos motivos, he decidido colaborar en esta iniciativa.
lrvt8158dvrs3c8k8mdcv5dnp0	1636902545.2313	<id:c5>	<id:o5>	6	2	De la situación del volcán, lo que más nos preocupa son las personas.
lrvt8158dvrs3c8k8mdcv5dnp0	1636902560.13	<id:c8>	<id:o8>	7	1	NA
lrvt8158dvrs3c8k8mdcv5dnp0	1636902608.3621	<id:c25>	<id:o25>	5	2	Tanto pulso político recupera Vox cuanto más se enfatiza la beligerancia ante Vox .
lrvt8158dvrs3c8k8mdcv5dnp0	1636902618.4398	<id:c12>	<id:o12>	7	1	NA
lrvt8158dvrs3c8k8mdcv5dnp0	1636902649.8748	<id:c11>	<id:o11>	6	2	Estoy deseando verle la carita dentro de unas semanas y saber que está sana.
lrvt8158dvrs3c8k8mdcv5dnp0	1636902690.1712	<id:c7>	<id:o7>	6	2	En cuanto a las ayudas, está claro que el que no tiene recursos es el que más las necesita.
lrvt8158dvrs3c8k8mdcv5dnp0	1636902715.34	<id:c10>	<id:o10>	6	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible
lrvt8158dvrs3c8k8mdcv5dnp0	1636902727.676	<id:c6>	<id:o6>	7	1	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636902735.4321	<id:c11>	<id:o11>	6	2	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636902787.7455	<id:c5>	<id:o5>	5	2	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636902924.3427	<id:c7>	<id:o7>	2	3	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903003.4236	<id:c8>	<id:o8>	1	3	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903027.0536	<id:c9>	<id:o9>	3	2	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903108.6717	<id:c25>	<id:o25>	2	4	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903168.6781	<id:c6>	<id:o6>	6	2	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903213.7563	<id:c10>	<id:o10>	1	3	NA
1e2vr0jkq5rsge5rj8uc7q23a0	1636903244.3504	<id:c12>	<id:o12>	7	1	NA
n75c50v1opi59vto3ip65tuho3	1636904921.273	<id:c7>	<id:o7>	7	1	NA
n75c50v1opi59vto3ip65tuho3	1636904939.3455	<id:c5>	<id:o5>	5	2	NA
n75c50v1opi59vto3ip65tuho3	1636904957.0857	<id:c8>	<id:o8>	6	1	NA
n75c50v1opi59vto3ip65tuho3	1636904983.5092	<id:c11>	<id:o11>	4	2	NA
n75c50v1opi59vto3ip65tuho3	1636904997.3571	<id:c6>	<id:o6>	7	1	NA
n75c50v1opi59vto3ip65tuho3	1636905009.3388	<id:c12>	<id:o12>	7	1	NA
n75c50v1opi59vto3ip65tuho3	1636905044.2713	<id:c25>	<id:o25>	3	3	NA
n75c50v1opi59vto3ip65tuho3	1636905061.2571	<id:c9>	<id:o9>	7	1	NA
n75c50v1opi59vto3ip65tuho3	1636905077.435	<id:c10>	<id:o10>	4	2	NA
hv2p139g1n0i5fvg78utqmlil2	1636908532.927	<id:c9>	<id:o9>	6	2	Por todos estos motivos he decidido colaborar en esta iniciativa.
hv2p139g1n0i5fvg78utqmlil2	1636908554.2758	<id:c8>	<id:o8>	7	1	NA
hv2p139g1n0i5fvg78utqmlil2	1636908579.427	<id:c12>	<id:o12>	7	1	NA
hv2p139g1n0i5fvg78utqmlil2	1636908659.7521	<id:c5>	<id:o5>	5	3	De la situación del volcán, lo que más nos preocupa es la gente.
hv2p139g1n0i5fvg78utqmlil2	1636908703.967	<id:c7>	<id:o7>	7	1	NA
hv2p139g1n0i5fvg78utqmlil2	1636908721.1582	<id:c25>	<id:o25>	5	2	NA
hv2p139g1n0i5fvg78utqmlil2	1636908763.291	<id:c10>	<id:o10>	7	2	NA
hv2p139g1n0i5fvg78utqmlil2	1636908771.8976	<id:c6>	<id:o6>	6	1	NA
hv2p139g1n0i5fvg78utqmlil2	1636908787.4788	<id:c11>	<id:o11>	7	2	NA
bckp3m214gr8ssd71l38l37m03	1636916583.5706	<id:c9>	<id:o9>	3	2	Por todos estos motivos, he decidido colaborar en esta iniciativa.
bckp3m214gr8ssd71l38l37m03	1636916629.5468	<id:c11>	<id:o11>	2	2	Estoy deseando verle la carita
bckp3m214gr8ssd71l38l37m03	1636916651.8655	<id:c12>	<id:o12>	7	1	NA
bckp3m214gr8ssd71l38l37m03	1636916685.2548	<id:c10>	<id:o10>	4	2	intentar hacer
bckp3m214gr8ssd71l38l37m03	1636916715.458	<id:c7>	<id:o7>	7	1	NA
bckp3m214gr8ssd71l38l37m03	1636916760.344	<id:c6>	<id:o6>	7	1	NA
bckp3m214gr8ssd71l38l37m03	1636916784.3832	<id:c8>	<id:o8>	7	1	NA
bckp3m214gr8ssd71l38l37m03	1636916801.0709	<id:c25>	<id:o25>	1	4	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916807.5052	<id:c25>	<id:o25>	5	2	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916830.7725	<id:c11>	<id:o11>	1	2	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916863.6879	<id:c5>	<id:o5>	5	2	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916874.0547	<id:c10>	<id:o10>	1	2	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916882.2762	<id:c9>	<id:o9>	1	2	NA
bckp3m214gr8ssd71l38l37m03	1636916897.7536	<id:c5>	<id:o5>	4	2	Acerca de la situación del volcán las que más nos preocupan son las personas.
2p7hjk3pjtsu50m1nqk6s5spi1	1636916901.6511	<id:c8>	<id:o8>	6	1	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916916.6223	<id:c12>	<id:o12>	6	1	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916942.6798	<id:c6>	<id:o6>	6	1	NA
2p7hjk3pjtsu50m1nqk6s5spi1	1636916967.7831	<id:c7>	<id:o7>	1	3	NA
vnd0r8red85on7fa6vn7n8c220	1636921025.6859	<id:c12>	<id:o12>	7	1	NA
vnd0r8red85on7fa6vn7n8c220	1636921061.6506	<id:c10>	<id:o10>	5	2	"No usaría el ""de"""
vnd0r8red85on7fa6vn7n8c220	1636921088.2287	<id:c5>	<id:o5>	4	2	Lo que más
vnd0r8red85on7fa6vn7n8c220	1636921097.7866	<id:c6>	<id:o6>	7	1	NA
vnd0r8red85on7fa6vn7n8c220	1636921124.1447	<id:c11>	<id:o11>	4	2	"No usaría el ""de"""
vnd0r8red85on7fa6vn7n8c220	1636921141.5123	<id:c7>	<id:o7>	7	1	NA
vnd0r8red85on7fa6vn7n8c220	1636921168.4756	<id:c9>	<id:o9>	3	3	"Sin el ""de"""
vnd0r8red85on7fa6vn7n8c220	1636921255.2854	<id:c25>	<id:o25>	1	4	NA
vnd0r8red85on7fa6vn7n8c220	1636921263.9562	<id:c8>	<id:o8>	7	1	NA
4q2kcn5juft95mebt5d02chkq2	1636923864.004	<id:c7>	<id:o7>	7	1	NA
4q2kcn5juft95mebt5d02chkq2	1636923871.8519	<id:c12>	<id:o12>	7	1	NA
4q2kcn5juft95mebt5d02chkq2	1636923890.1006	<id:c25>	<id:o25>	5	2	NA
4q2kcn5juft95mebt5d02chkq2	1636923911.4951	<id:c5>	<id:o5>	3	3	Lo que más nos preocupa 
4q2kcn5juft95mebt5d02chkq2	1636923934.6529	<id:c11>	<id:o11>	1	2	Estoy deseando verle la carita
4q2kcn5juft95mebt5d02chkq2	1636923943.9644	<id:c8>	<id:o8>	7	1	NA
4q2kcn5juft95mebt5d02chkq2	1636923959.416	<id:c9>	<id:o9>	1	2	He decidido colaborar 
4q2kcn5juft95mebt5d02chkq2	1636923976.9756	<id:c10>	<id:o10>	1	2	Intentar hacer nuestro trabajo
4q2kcn5juft95mebt5d02chkq2	1636923984.3045	<id:c6>	<id:o6>	7	1	NA
h8s3sofnr3qvjj6cttagfi6ot7	1636924102.9198	<id:c9>	<id:o9>	4	2	Por todos estos motivos, he decidido colaborar en esta iniciativa.
h8s3sofnr3qvjj6cttagfi6ot7	1636924123.809	<id:c25>	<id:o25>	1	4	NA
h8s3sofnr3qvjj6cttagfi6ot7	1636924140.0595	<id:c6>	<id:o6>	7	1	NA
h8s3sofnr3qvjj6cttagfi6ot7	1636924152.9898	<id:c12>	<id:o12>	7	1	NA
h8s3sofnr3qvjj6cttagfi6ot7	1636924192.5478	<id:c10>	<id:o10>	2	2	Por supuesto, vamos a intentar hacer nuestro trabajo lo más rápido posible.
